"Site_code","Location","Rep","Year","Mesh","Leaf","ID","AFDM","Size_1","Size_2","Size_3","Size_4","Size_5","Size_6","Size_7","Lifecycle_1","Lifecycle_2","Fecundity_1","Fecundity_2","Fecundity_3","Lifestages_1","Lifestages_2","Lifestages_3","Lifestages_4","Reproduction_1","Reproduction_2","Reproduction_3","Reproduction_4","Reproduction_5","Reproduction_6","Reproduction_7","Reproduction_8","Dispersal_1","Dispersal_2","Dispersal_3","Dispersal_4","Resistance_1","Resistance_2","Resistance_3","Resistance_4","Resistance_5","Respiration_1","Respiration_2","Respiration_3","Respiration_4","Respiration_5","Movement_1","Movement_2","Movement_3","Movement_4","Movement_5","Movement_6","Movement_7","Movement_8","Food_1","Food_2","Food_3","Food_4","Food_5","Food_6","Food_7","Food_8","Food_9","Feeding_1","Feeding_2","Feeding_3","Feeding_4","Feeding_5","Feeding_6","Feeding_7","Feeding_8","Transversal_1","Transversal_2","Transversal_3","Transversal_4","Transversal_5","Transversal_6","Transversal_7","Longitudinal_1","Longitudinal_2","Longitudinal_3","Longitudinal_4","Longitudinal_5","Longitudinal_6","Longitudinal_7","Longitudinal_8","Elevation_1","Elevation_2","Elevation_3","Substrate_1","Substrate_2","Substrate_3","Substrate_4","Substrate_5","Substrate_6","Substrate_7","Substrate_8","Substrate_9","Current_1","Current_2","Current_3","Current_4","Trophic_1","Trophic_2","Trophic_3","Salinity_1","Salinity_2","Temperature_1","Temperature_2","Temperature_3","Saprobity_1","Saprobity_2","Saprobity_3","Saprobity_4","Saprobity_5","pH_1","pH_2","pH_3","pH_4","pH_5","pH_6"
"BUT","D",1,2013,"Coarse","Alder",13,0.97,"0",0.0294117647058824,0.176470588235294,1.14411764705882,2.14705882352941,0.164705882352941,0,2.24411764705882,1.36764705882353,0.138235294117647,0.820588235294118,2.25882352941177,3,2.47058823529412,0,2.50588235294118,2.11764705882353,0,0.161764705882353,0.573529411764706,0.0352941176470588,0.176470588235294,0,0,2.39705882352941,1.68235294117647,0,0.191176470588235,0.0294117647058824,0,0,0.555882352941176,2.32352941176471,0.764705882352941,2.35294117647059,"0",0,"0","0",0.0705882352941177,1.67647058823529,2.85294117647059,0,0.764705882352941,0,"0",0,0.835294117647059,2.98235294117647,2.3,1.09411764705882,1.54117647058824,1.4,2.34117647058824,0,"0",0.0147058823529412,2.79411764705882,1.17647058823529,0,0,0.570588235294118,0,2.77941176470588,3.67058823529412,1.11764705882353,0.344117647058824,0.614705882352941,1.76764705882353,0,1.09117647058824,1.32058823529412,1.32647058823529,1.30294117647059,2.4,2.78529411764706,2.38235294117647,1.57647058823529,2.95588235294118,1.50294117647059,0.164705882352941,3.92647058823529,2.02941176470588,0.85,0.467647058823529,4.12352941176471,0.964705882352941,3.36470588235294,2.85,0.611764705882353,1.37058823529412,2.31764705882353,2.00882352941176,0.455882352941177,1.37941176470588,2.43823529411765,1.01470588235294,3,1.37058823529412,0.441176470588235,0.394117647058824,2.89705882352941,0.476470588235294,1.35294117647059,2.75882352941177,1.44117647058824,0.0941176470588235,0.461764705882353,0.570588235294118,1.00882352941176,1.33529411764706,1.80294117647059,2.95
"BUT","D",2,2013,"Coarse","Alder",14,1.07,"0",0.359550561797753,1.1685393258427,1.15730337078652,1.47191011235955,0.101123595505618,0,2.58426966292135,0.741573033707865,0.0337078651685393,1.12359550561798,2.08988764044944,1.74157303370787,2.40449438202247,1.34831460674157,1.51685393258427,1.32584269662921,0,0,1.04494382022472,1.20224719101124,0,0.179775280898876,0,2.10112359550562,1.41573033707865,0.808988764044944,0.449438202247191,0,0,0,0.415730337078652,2.49438202247191,1.85393258426966,1.59550561797753,"0",0,"0","0",0.0674157303370786,1.67415730337079,2.62921348314607,0.629213483146067,0.831460674157303,0.449438202247191,"0",0.0898876404494382,1.52808988764045,1.92134831460674,2.39325842696629,1.02247191011236,1.08988764044944,1.58426966292135,1.78651685393258,0,"0",0.629213483146067,1.86516853932584,1.60674157303371,0.359550561797753,0,0.887640449438202,0.179775280898876,1.42696629213483,3.25842696629213,1.32584269662921,0.561797752808989,1.0561797752809,1.85393258426966,0,1.29213483146067,1.51685393258427,1.37078651685393,1.40449438202247,2.1123595505618,2.1685393258427,1.60674157303371,2.15730337078652,2.55056179775281,1.65168539325843,0.550561797752809,3.50561797752809,1.75280898876405,1.34831460674157,0.797752808988764,3.85393258426966,0.696629213483146,2.32584269662921,1.9438202247191,1.46067415730337,1.44943820224719,1.8876404494382,1.71910112359551,0.820224719101124,1.08988764044944,2.1685393258427,1.26966292134831,3,1.29213483146067,1.08988764044944,0.617977528089888,2.73033707865169,0.764044943820225,1.91011235955056,2.69662921348315,1.37078651685393,0.303370786516854,0.853932584269663,1.06741573033708,1.50561797752809,1.69662921348315,1.95505617977528,2.69662921348315
"BUT","D",3,2013,"Coarse","Alder",15,1.45,"0",0.166666666628472,0.578703703580343,1.20185185183106,1.8831018519666,0.0874999999799479,0,2.31574074066607,1.00347222230823,0.0430555555491609,0.89166666651441,2.17916666679227,2.37962962976254,2.52083333344314,0.865740740602527,2.00833333349809,1.77083333355252,0,0,0.854166666512587,0.570833333202517,0,0.124999999981771,0,2.10995370375027,1.65185185192585,0.374999999914063,0.393518518474633,0.00925925925945216,0,0,0.347685185120554,2.42361111120848,1.25694444420501,2.07175925945346,"0",0,"0","0",0.0583333333199653,1.73958333345551,2.80208333331619,0.291666666599826,0.770833333365017,0.20833333328559,"0",0.0462962962868441,1.13472222217399,2.61967592610915,2.39143518518344,1.19351851849963,1.3800925926953,1.55046296302547,2.0712962964582,0,"0",0.300925925859279,2.51273148169268,1.40740740731173,0.166666666628472,0,0.645138888848683,0.0833333333142361,2.11226851878909,3.35277777787054,1.0844907406149,0.387962962885629,0.828009259186405,1.76342592596162,0,1.12685185182741,1.41018518512706,1.33749999995391,1.26018518513019,2.16967592596227,2.46319444461607,2.1030092595088,1.74953703687453,2.72685185189824,1.57708333331567,0.342129629562799,3.86342592612621,1.92245370380365,1.09768518515701,0.594212962932113,3.74675925926753,0.781018518552498,2.87199074102818,2.4252314816919,0.894444444246412,1.3166666665941,2.13634259266783,1.92569444455175,0.697916666642144,1.2168981482084,2.18217592595941,1.06018518515519,3,1.29930555557377,0.767361111056785,0.506249999988151,2.72685185187741,0.680787037015283,1.74421296292899,2.75324074077414,1.31365740742696,0.154166666631337,0.611342592558975,0.723842592533193,1.22083333328273,1.44722222214404,1.80532407402262,2.82731481484976
"BUT","D",4,2013,"Coarse","Alder",16,1.3,"0",0.566666666591111,1.93333333307556,0.983333333285555,0.850000000178333,0.333333333455556,0.150000000055,2.51666666649778,0.416666666794444,0.0833333333388889,1.34999999987,1.90000000009667,1.13333333358222,2.86666666668444,1.99999999973333,0.700000000256667,0.666666666777778,0,0.183333333308889,1.09999999997833,1.73333333310222,0.100000000036667,0.266666666631111,0.150000000055,1.85000000000333,1.10000000000333,1.19999999984,0.816666666591111,0.0333333333288889,0.150000000055,0,0.416666666644444,2.88333333330722,2.53333333316222,1.23333333341889,"0",0,"0","0",0,1.43333333332556,2.53333333322889,0.933333333208889,0.899999999996667,0.666666666577778,"0",0.233333333352222,2.09999999993667,0.866666666784444,1.83333333330556,0.533333333328889,0.40000000008,1.33333333328889,1.36666666676778,0,"0",1.24999999998333,1.20000000007333,1.19999999990667,0.533333333262222,0,1.09999999993667,0.266666666631111,1.10000000017833,2.83333333337222,1.06666666657444,0.716666666654444,1.04999999989333,2.11666666666778,0.200000000073333,1.74999999995,1.98333333325222,1.61666666666778,1.55000000001,1.73333333341889,1.71666666682111,0.866666666784444,1.99999999983333,2.28333333342889,1.76666666663944,0.783333333253889,2.98333333340222,1.71666666682944,1.71666666662111,1.01666666663111,3.51666666660611,0.450000000031667,1.61666666684278,1.61666666680111,1.69999999989,1.28333333332056,1.58333333339722,1.68333333340889,1.26666666662278,1.31666666672444,1.88333333339889,1.39999999997167,3,0.866666666651111,1.63333333319889,0.599999999953333,2.48333333340222,0.9999999999,2.38333333325722,2.38333333339056,1.40000000004667,0.499999999983333,1.19999999994833,1.59999999992,2.03333333325389,2.29999999996,2.38333333331556,2.58333333338889
"BUT","D",5,2013,"Coarse","Alder",17,0.86,"0",0,0.177777777777778,1.48888888888889,1.98888888888889,0,0,1.95555555555556,0.966666666666667,0.0666666666666667,1,1.8,2.82222222222222,3,1.15555555555556,1.8,1.8,0,0,0.8,0,0,0.2,0,1.67777777777778,1.88888888888889,0,0.888888888888889,0.0444444444444444,0,0,0.288888888888889,2.33333333333333,0.933333333333333,2.64444444444444,"0",0,"0","0",0,1.5,3.5,0,0.6,0,"0",0.0222222222222222,0.666666666666667,3.14444444444444,1.98888888888889,1.48888888888889,1.24444444444444,1.22222222222222,2.02222222222222,0,"0",0.0444444444444444,3.21111111111111,0.955555555555555,0,0,0.366666666666667,0,2.58888888888889,2.93333333333333,0.655555555555556,0.222222222222222,0.544444444444445,1.64444444444444,0,1.08888888888889,1.68888888888889,1.6,1.08888888888889,1.74444444444444,2.23333333333333,2.14444444444444,1.17777777777778,2.68888888888889,1.5,0.222222222222222,3.84444444444444,1.87777777777778,0.888888888888889,0.322222222222222,3.04444444444444,0.688888888888889,2.85555555555556,2.81111111111111,0.133333333333333,1,2.34444444444444,2.03333333333333,0.9,1.41111111111111,1.74444444444444,0.688888888888889,3,0.966666666666667,0.633333333333333,0.3,2.28888888888889,0.877777777777778,1.92222222222222,2.55555555555556,1.05555555555556,0,0.344444444444444,0.344444444444444,1,1.46666666666667,1.85555555555556,2.91111111111111
"BUT","D",6,2013,"Coarse","Alder",18,0.79,"0",0.372093023281774,1.21963824297915,1.20516795864274,1.38888888884625,0.125581395315738,0,2.62997416019486,0.666666666643411,0.0457364340977646,1.30465116271428,1.9116279070543,1.68733850120041,2.27906976760087,1.46253229984364,1.36744186040703,1.09302325589021,0,0,1.23255813941157,1.25116279077101,0,0.197674418618442,0,2.02196382429094,1.36098191215593,0.837209302383991,0.51679586566913,0.00258397932834565,0,0,0.495865633011856,2.33333333349612,2.0775193797806,1.42118863059011,"0",0,"0","0",0.0837209302104922,1.50000000010465,2.70930232556111,0.651162790743104,0.767441860518659,0.465116279102217,"0",0.0943152454846163,1.50620155046477,1.80723514207751,2.38423772604128,1.09354005160239,0.993281653718394,1.47571059437634,1.60361757112945,0,"0",0.65374677007145,1.70413436697419,1.69509043918545,0.372093023281774,0,0.889922480654336,0.186046511640887,1.17958656338979,3.12868217056557,1.45090439265678,0.636175710554979,1.10956072349395,1.77932816545696,0,1.29354005172797,1.58888888890207,1.43953488370974,1.45167958653901,2.05839793277875,1.96821705431716,1.33979328174722,2.29870801024513,2.51679586559936,1.66046511628329,0.603617571059684,3.28165374685944,1.63824289410138,1.33307493546562,0.794315245505547,3.80025839790493,0.660981912135004,2.01136950915635,1.74134366934423,1.61705426348336,1.52093023248286,1.83281653746999,1.60542635664534,0.837209302383991,1.03204134371335,2.10956072349395,1.26098191216291,3,1.25736434106137,1.10077519387525,0.606976744200487,2.67958656328514,0.784754522004621,1.93152454786861,2.65322997414997,1.32299741604321,0.320930232566577,0.846770025884917,1.07467700263105,1.51627906981741,1.76201550390123,2.00206718347663,2.67390180877673
"BUT","U1",1,2013,"Coarse","Alder",37,1.05,"0",0.685714285714286,2.32698412698413,1.18185941043084,0.592063492063492,0,0,2.88253968253968,0.133333333333333,0.00476190476190476,1.49183673469388,1.86122448979592,0.587301587301587,2.82857142857143,2.65396825396825,0.257142857142857,0.612244897959184,0.00408163265306122,0.0448979591836735,1.12244897959184,2.22857142857143,0,0.357142857142857,0,1.82698412698413,1.13083900226757,1.57142857142857,0.981859410430839,0.0399092970521542,0,0,0.363492063492063,2.91972789115646,2.66666666666667,1.23174603174603,"0",0,"0","0",0,1.66326530612245,2.63877551020408,1.20408163265306,0.946938775510204,0.857142857142857,"0",0.173015873015873,2.19251700680272,0.733786848072562,2.03696145124717,0.675736961451247,0.350113378684807,1.55260770975057,1.32199546485261,0,"0",1.23990929705215,1.08140589569161,1.54784580498866,0.685714285714286,0,1.25986394557823,0.342857142857143,0.543083900226757,2.85034013605442,1.29274376417234,0.701587301587302,1.28072562358277,2.11746031746032,0,1.68390022675737,1.92267573696145,1.58979591836735,1.5859410430839,1.66848072562358,1.52993197278912,0.821541950113379,2.39637188208617,2.12063492063492,1.74285714285714,0.881179138321995,2.93786848072562,1.46575963718821,1.85736961451247,1.08526077097506,3.55215419501134,0.434920634920635,1.44172335600907,1.39977324263039,1.89931972789116,1.33469387755102,1.51950113378685,1.4891156462585,1.29795918367347,1.05487528344671,1.84807256235828,1.50839002267574,3,1.00272108843537,1.78095238095238,0.736734693877551,2.43492063492063,1.12086167800454,2.45873015873016,2.44172335600907,1.38049886621315,0.514285714285714,1.25011337868481,1.59705215419501,2.01632653061224,2.23333333333333,2.30294784580499,2.47936507936508
"BUT","U1",2,2013,"Coarse","Alder",38,0.53,"0",0,0.222222222222222,1.61111111111111,1.86111111111111,0,0,1.94444444444444,0.833333333333333,0.0833333333333333,1.25,1.5,2.77777777777778,3,1.44444444444444,1.5,1.5,0,0,1,0,0,0.25,0,1.47222222222222,1.86111111111111,0,1.11111111111111,0.0555555555555556,0,0,0.361111111111111,2.16666666666667,1.16666666666667,2.55555555555556,"0",0,"0","0",0,1.25,3.75,0,0.5,0,"0",0.0277777777777778,0.583333333333333,3.05555555555556,1.86111111111111,1.61111111111111,1.05555555555556,1.02777777777778,1.77777777777778,0,"0",0.0555555555555556,3.13888888888889,0.944444444444444,0,0,0.333333333333333,0,2.36111111111111,2.66666666666667,0.694444444444444,0.277777777777778,0.555555555555556,1.55555555555556,0,1.11111111111111,1.86111111111111,1.75,1.11111111111111,1.55555555555556,1.91666666666667,1.80555555555556,1.22222222222222,2.61111111111111,1.5,0.277777777777778,3.55555555555556,1.72222222222222,0.861111111111111,0.277777777777778,2.80555555555556,0.611111111111111,2.44444444444444,2.63888888888889,0.166666666666667,1,2.30555555555556,1.91666666666667,1,1.38888888888889,1.55555555555556,0.611111111111111,3,0.833333333333333,0.666666666666667,0.25,2.11111111111111,0.972222222222222,2.02777777777778,2.44444444444444,0.944444444444444,0,0.305555555555556,0.305555555555556,1,1.58333333333333,1.94444444444444,2.88888888888889
"BUT","U1",3,2013,"Coarse","Alder",39,1.33,"0",0.62264150947152,2.10901467513821,1.22997903561725,0.705450733722005,0.0226415094243503,0,2.8048218029707,0.220125786140827,0.0484276729354159,1.59056603766438,1.67169811331862,0.853249475745738,2.73584905664044,2.48218029357937,0.366037735835173,0.584905660421502,0,0.103773584861606,1.19811320749137,1.96981132089961,0,0.339622641516198,0,1.78825995810928,1.1941299790004,1.35849056614026,0.969601677114582,0.0272536687515328,0,0,0.456394129936227,2.74213836488934,2.66666666666667,1.23480083856908,"0",0,"0","0",0.0150943396162335,1.44339622652403,2.87735849044357,1.05660377366465,0.849056603837665,0.754716981189035,"0",0.155136268353427,1.97106918250599,0.995178196958546,1.99601677151375,0.797903563876152,0.400838574423124,1.42306079673969,1.25324947595329,0,"0",1.07442348015604,1.29454926616479,1.48218029352276,0.603773584951228,0,1.13144654095206,0.301886792475614,0.752620544994433,2.77232704409351,1.30293501048093,0.700419287216279,1.23102725369804,2.00272536695063,0,1.6714884696185,2.0224318657714,1.61698113203996,1.49035639414822,1.60649895182166,1.46666666673742,0.791404612214865,2.33920335433294,2.15828092241184,1.75849056604121,0.857023060810174,2.9234800839088,1.40146750529235,1.68280922440614,0.981551362743157,3.54423480088112,0.443186582819192,1.39350104829154,1.45115303983415,1.79119496862324,1.34339622642026,1.57631027251373,1.50817610063489,1.26415094341145,1.11153039829909,1.7593291405115,1.3658280923143,3,0.969182389973775,1.69496855351786,0.666037735891777,2.3469601677657,1.14486373164657,2.42872117402502,2.36142557656459,1.26519916148752,0.460377358521538,1.14800838580876,1.50461215939322,1.96415094343975,2.21635220126979,2.30482180293296,2.51341719075583
"BUT","U1",4,2013,"Coarse","Alder",40,0.29,"0",0.0454545454545455,0.272727272727273,0.840909090909091,2.18181818181818,0.272727272727273,0.136363636363636,1.88636363636364,1.38636363636364,0.0681818181818182,0.25,2.72727272727273,3,3,0,2.72727272727273,2.45454545454545,0,0.25,0.295454545454545,0,0,0,0.136363636363636,2.34090909090909,1.81818181818182,0,0.113636363636364,0.0454545454545455,0.136363636363636,0,0.113636363636364,2.90909090909091,0.545454545454545,2.54545454545455,"0",0,"0","0",0,2.04545454545455,2.5,0,0.909090909090909,0,"0",0.0909090909090909,1.18181818181818,3.04545454545455,2.22727272727273,0.818181818181818,1.63636363636364,1.63636363636364,2.45454545454545,0,"0",0.295454545454545,3.13636363636364,0.818181818181818,0,0,0.409090909090909,0,3.43181818181818,3.63636363636364,0.454545454545455,0.113636363636364,0.477272727272727,1.93181818181818,0.181818181818182,1.25,1.38636363636364,1.15909090909091,1.06818181818182,2.27272727272727,3.06818181818182,2.86363636363636,0.909090909090909,2.93181818181818,1.56818181818182,0.136363636363636,4.52272727272727,2.36363636363636,1.02272727272727,0.522727272727273,3.81818181818182,0.863636363636364,3.77272727272727,3.11363636363636,0.181818181818182,1,2.31818181818182,2.43181818181818,0.659090909090909,1.65909090909091,2.29545454545455,0.977272727272727,3,1.22727272727273,0.681818181818182,0.409090909090909,2.84090909090909,0.590909090909091,1.68181818181818,2.72727272727273,1.40909090909091,0.0909090909090909,0.613636363636364,0.772727272727273,1.29545454545455,1.31818181818182,1.75,2.97727272727273
